"feature"	"method"	"group1"	"group2"	"group3"	"group4"	"group5"	"group6"	"p_values"	"adj_method"	"p_adjust"	"description"
"PENTOSE-P-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0507139725496922	"BH"	0.155888365171359	"pentose phosphate pathway"
"PEPTIDOGLYCANSYN-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0604343560845503	"BH"	0.156734798866163	"peptidoglycan biosynthesis I (meso-diaminopimelate containing)"
"PHOSLIPSYN-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0395272715696736	"BH"	0.155888365171359	"superpathway of phospholipid biosynthesis I (bacteria)"
"POLYAMINSYN3-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0161231914250057	"BH"	0.123909800428075	"superpathway of polyamine biosynthesis II"
"POLYAMSYN-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.00897100304015458	"BH"	0.0875731132666131	"superpathway of polyamine biosynthesis I"
"POLYISOPRENSYN-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0637040337939451	"BH"	0.159192947125759	"polyisoprenoid biosynthesis (E. coli)"
"PPGPPMET-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.000539509008661874	"BH"	0.0152106733409832	"ppGpp biosynthesis"
"PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0196706379763639	"BH"	0.133123819915776	"protocatechuate degradation II (ortho-cleavage pathway)"
"PRPP-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0137222473361915	"BH"	0.114171165588232	"superpathway of histidine, purine, and pyrimidine biosynthesis"
"PWY-1269"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0411638934205434	"BH"	0.155888365171359	"CMP-3-deoxy-D-manno-octulosonate biosynthesis I"
"PWY-1361"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.200957059838198	"BH"	0.288658374283495	"benzoyl-CoA degradation I (aerobic)"
"PWY-1422"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0130846674142817	"BH"	0.112117640392963	"vitamin E biosynthesis (tocopherols)"
"PWY-1501"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.000405375182071845	"BH"	0.0126534967546712	"mandelate degradation I"
"PWY-1541"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.121890641403673	"BH"	0.218478771802452	"superpathway of taurine degradation"
"PWY-1622"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.102094682708337	"BH"	0.196157835449064	"formaldehyde assimilation I (serine pathway)"
"PWY-181"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.342716157185826	"BH"	0.396733670702532	"photorespiration"
"PWY-1861"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.000137503533652084	"BH"	0.00572276611485342	"formaldehyde assimilation II (RuMP Cycle)"
"PWY-1882"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.197609009319447	"BH"	0.287850456908661	"superpathway of C1 compounds oxidation to CO2"
"PWY-2221"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.134408723108177	"BH"	0.234477493007079	"Entner-Doudoroff pathway III (semi-phosphorylative)"
"PWY-2941"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.000106664868303387	"BH"	0.00498595694551964	"L-lysine biosynthesis II"
"PWY-2942"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0672767387043128	"BH"	0.161109594719773	"L-lysine biosynthesis III"
"PWY-3001"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.077329268640471	"BH"	0.1732286063059	"superpathway of L-isoleucine biosynthesis I"
"PWY-3081"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.213724564343787	"BH"	0.293703253516462	"L-lysine biosynthesis V"
"PWY-3661"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.180415647323382	"BH"	0.279085443824134	"glycine betaine degradation I"
"PWY-3781"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0332258736814124	"BH"	0.151213169312944	"aerobic respiration I (cytochrome c)"
"PWY-3801"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0127241725659709	"BH"	0.110108186362956	"sucrose degradation II (sucrose synthase)"
"PWY-3941"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.000436093151240297	"BH"	0.0131429453166903	"&beta;-alanine biosynthesis II"
"PWY-4361"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.000116396556581322	"BH"	0.00508652952260376	"S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation"
"PWY-4722"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.731932512022566	"BH"	0.742121827735177	"creatinine degradation II"
"PWY-4984"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0339715347969579	"BH"	0.151639768554002	"urea cycle"
"PWY-5005"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.309909147064786	"BH"	0.370028134610141	"biotin biosynthesis II"
"PWY-5022"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0231148789967318	"BH"	0.135426763053738	"4-aminobutanoate degradation V"
"PWY-5028"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0977918004036649	"BH"	0.193371116635301	"L-histidine degradation II"
"PWY-5088"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	3.6835003887416e-07	"BH"	0.000168072320058288	"L-glutamate degradation VIII (to propanoate)"
"PWY-5097"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0674593870982007	"BH"	0.161109594719773	"L-lysine biosynthesis VI"
"PWY-5100"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0642923780752721	"BH"	0.159476327025413	"pyruvate fermentation to acetate and lactate II"
"PWY-5101"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0520784348111114	"BH"	0.155888365171359	"L-isoleucine biosynthesis II"
"PWY-5103"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0479136922854805	"BH"	0.155888365171359	"L-isoleucine biosynthesis III"
"PWY-5104"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.110595077194919	"BH"	0.20831917557836	"L-isoleucine biosynthesis IV"
"PWY-5121"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0521412081239617	"BH"	0.155888365171359	"superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)"
"PWY-5154"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0549817813701864	"BH"	0.155888365171359	"L-arginine biosynthesis III (via N-acetyl-L-citrulline)"
"PWY-5177"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	7.97498040528437e-05	"BH"	0.00497866633872753	"glutaryl-CoA degradation"
"PWY-5178"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.00406156395926791	"BH"	0.0738521328615582	"toluene degradation IV (aerobic) (via catechol)"
"PWY-5180"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.00143768066109162	"BH"	0.0330666552051073	"toluene degradation I (aerobic) (via o-cresol)"
"PWY-5181"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0487640799771805	"BH"	0.155888365171359	"toluene degradation III (aerobic) (via p-cresol)"
"PWY-5182"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.00142261763871633	"BH"	0.0330666552051073	"toluene degradation II (aerobic) (via 4-methylcatechol)"
"PWY-5183"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.494479503658792	"BH"	0.525840897115384	"superpathway of aerobic toluene degradation"
"PWY-5184"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.212795496170311	"BH"	0.293339713266568	"toluene degradation VI (anaerobic)"
"PWY-5188"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0543348099358408	"BH"	0.155888365171359	"tetrapyrrole biosynthesis I (from glutamate)"
"PWY-5189"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0582375388609223	"BH"	0.155888365171359	"tetrapyrrole biosynthesis II (from glycine)"
"PWY-5198"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.000468236201288652	"BH"	0.0136412813308761	"factor 420 biosynthesis"
"PWY-5265"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.550363039217667	"BH"	0.569925706488437	"peptidoglycan biosynthesis II (staphylococci)"
"PWY-5304"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.484977910974728	"BH"	0.51754663515496	"superpathway of sulfur oxidation (Acidianus ambivalens)"
"PWY-5345"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.130769757926219	"BH"	0.230428968603862	"superpathway of L-methionine biosynthesis (by sulfhydrylation)"
"PWY-5347"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0607691977591551	"BH"	0.157136919649413	"superpathway of L-methionine biosynthesis (transsulfuration)"
"PWY-5384"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.262303159973469	"BH"	0.331098419730602	"sucrose degradation IV (sucrose phosphorylase)"
"PWY-5392"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.00913546433489642	"BH"	0.087740613502192	"reductive TCA cycle II"
"PWY-5415"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.00183680123024115	"BH"	0.0391552262251406	"catechol degradation I (meta-cleavage pathway)"
"PWY-5417"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0349814398015097	"BH"	0.151639768554002	"catechol degradation III (ortho-cleavage pathway)"
"PWY-5419"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.00247293759602242	"BH"	0.0514606537838951	"catechol degradation to 2-oxopent-4-enoate II"
"PWY-5420"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.000329519590244304	"BH"	0.0115200048749409	"catechol degradation II (meta-cleavage pathway)"
"PWY-5430"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.00473194443964217	"BH"	0.0738521328615582	"meta cleavage pathway of aromatic compounds"
"PWY-5431"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0343468641858021	"BH"	0.151639768554002	"aromatic compounds degradation via &beta;-ketoadipate"
"PWY-5484"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0763595653610874	"BH"	0.172450284562249	"glycolysis II (from fructose 6-phosphate)"
"PWY-5499"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.402091670935083	"BH"	0.448946544237005	"vitamin B6 degradation"
"PWY-5505"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.114316710543691	"BH"	0.21167041568255	"L-glutamate and L-glutamine biosynthesis"
"PWY-5507"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	9.94949526451917e-05	"BH"	0.00498595694551964	"adenosylcobalamin biosynthesis I (early cobalt insertion)"
"PWY-5509"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.311902568771526	"BH"	0.371393521943207	"adenosylcobalamin biosynthesis from cobyrinate a,c-diamide I"
"PWY-5529"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0124907093950803	"BH"	0.109168800113002	"superpathway of bacteriochlorophyll a biosynthesis"
"PWY-5531"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0494084185398324	"BH"	0.155888365171359	"chlorophyllide a biosynthesis II (anaerobic)"
"PWY-5532"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.19820471044289	"BH"	0.288075916351656	"adenosine nucleotides degradation IV"
"PWY-5647"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.052635241962279	"BH"	0.155888365171359	"2-nitrobenzoate degradation I"
"PWY-5651"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.413618987701684	"BH"	0.455293444900846	"L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde"
"PWY-5654"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0210119847085563	"BH"	0.133123819915776	"2-amino-3-carboxymuconate semialdehyde degradation to 2-oxopentenoate"
"PWY-5655"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.117796810331838	"BH"	0.214042437068662	"L-tryptophan degradation IX"
"PWY-5656"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.794239313396161	"BH"	0.802503075038433	"mannosylglycerate biosynthesis I"
"PWY-5659"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0542230343032976	"BH"	0.155888365171359	"GDP-mannose biosynthesis"
"PWY-5667"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.043557351953766	"BH"	0.155888365171359	"CDP-diacylglycerol biosynthesis I"
"PWY-5676"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.00753009272994863	"BH"	0.0824620035413454	"acetyl-CoA fermentation to butanoate II"
"PWY-5677"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.245554742420204	"BH"	0.31661525624484	"succinate fermentation to butanoate"
"PWY-5679"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0746851203817177	"BH"	0.170936403250293	"clavulanate biosynthesis"
"PWY-5686"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0548944911736381	"BH"	0.155888365171359	"UMP biosynthesis"
"PWY-5695"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0136771619239688	"BH"	0.114171165588232	"urate biosynthesis/inosine 5'-phosphate degradation"
"PWY-5705"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.513637601676328	"BH"	0.540866582970013	"allantoin degradation to glyoxylate III"
"PWY-5741"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.001725535792373	"BH"	0.0377029570633501	"ethylmalonyl-CoA pathway"
"PWY-5743"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0762009465728575	"BH"	0.172450284562249	"3-hydroxypropanoate cycle"
"PWY-5744"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0788068287379902	"BH"	0.17437257801773	"glyoxylate assimilation"
"PWY-5747"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.174683338726676	"BH"	0.275498703176564	"2-methylcitrate cycle II"
"PWY-5837"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0290913788646984	"BH"	0.142692558867405	"1,4-dihydroxy-2-naphthoate biosynthesis I"
"PWY-5838"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0505460087446357	"BH"	0.155888365171359	"superpathway of menaquinol-8 biosynthesis I"
"PWY-5840"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0440388762775325	"BH"	0.155888365171359	"superpathway of menaquinol-7 biosynthesis"
"PWY-5845"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0217046726306846	"BH"	0.133123819915776	"superpathway of menaquinol-9 biosynthesis"
"PWY-5850"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0214765985619898	"BH"	0.133123819915776	"superpathway of menaquinol-6 biosynthesis I"
"PWY-5855"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.115938138243039	"BH"	0.213119031444749	"ubiquinol-7 biosynthesis (prokaryotic)"
"PWY-5856"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.117253796478914	"BH"	0.213945340548164	"ubiquinol-9 biosynthesis (prokaryotic)"
"PWY-5857"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.117637614114855	"BH"	0.214042437068662	"ubiquinol-10 biosynthesis (prokaryotic)"
"PWY-5860"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.00971575127848645	"BH"	0.0920389881363398	"superpathway of demethylmenaquinol-6 biosynthesis I"
"PWY-5861"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.04991003194404	"BH"	0.155888365171359	"superpathway of demethylmenaquinol-8 biosynthesis"
"PWY-5862"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.00979362230741373	"BH"	0.0920389881363398	"superpathway of demethylmenaquinol-9 biosynthesis"
"PWY-5863"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0287367726036831	"BH"	0.142692558867405	"superpathway of phylloquinol biosynthesis"
"PWY-5896"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.021218239311329	"BH"	0.133123819915776	"superpathway of menaquinol-10 biosynthesis"
"PWY-5897"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0467840579931899	"BH"	0.155888365171359	"superpathway of menaquinol-11 biosynthesis"
"PWY-5898"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.047284649483081	"BH"	0.155888365171359	"superpathway of menaquinol-12 biosynthesis"
"PWY-5899"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0474815542212357	"BH"	0.155888365171359	"superpathway of menaquinol-13 biosynthesis"
"PWY-5910"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0242722600217476	"BH"	0.135426763053738	"superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)"
"PWY-5913"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0846858282413233	"BH"	0.180441922358071	"TCA cycle VI (obligate autotrophs)"
"PWY-5918"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0172978447427372	"BH"	0.127137948356916	"superpathay of heme biosynthesis from glutamate"
"PWY-5920"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.147393159933394	"BH"	0.246861699302626	"superpathway of heme biosynthesis from glycine"
"PWY-5941"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.00845425454868762	"BH"	0.0859188194831741	"glycogen degradation II (eukaryotic)"
"PWY-5971"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0523724421209529	"BH"	0.155888365171359	"palmitate biosynthesis II (bacteria and plants)"
"PWY-5973"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.080726156028601	"BH"	0.176828722729316	"cis-vaccenate biosynthesis"
"PWY-5989"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.00534066651136423	"BH"	0.0761099888053928	"stearate biosynthesis II (bacteria and plants)"
"PWY-6071"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0073637839784697	"BH"	0.0824620035413454	"superpathway of phenylethylamine degradation"
"PWY-6107"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.00757392486847073	"BH"	0.0824620035413454	"chlorosalicylate degradation"
"PWY-6121"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0588725304035747	"BH"	0.155888365171359	"5-aminoimidazole ribonucleotide biosynthesis I"
"PWY-6122"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0566095273738298	"BH"	0.155888365171359	"5-aminoimidazole ribonucleotide biosynthesis II"
"PWY-6123"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0558508087999203	"BH"	0.155888365171359	"inosine-5'-phosphate biosynthesis I"
"PWY-6125"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.043811446632502	"BH"	0.155888365171359	"superpathway of guanosine nucleotides de novo biosynthesis II"
