"feature"	"method"	"group1"	"group2"	"p_values"	"adj_method"	"p_adjust"	"description"
"FOLSYN-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.539671649790524"	"BH"	0.898538903829536	"superpathway of tetrahydrofolate biosynthesis and salvage"
"FUC-RHAMCAT-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.471158176006347"	"BH"	0.861500605301183	"superpathway of fucose and rhamnose degradation"
"FUCCAT-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.103322054404318"	"BH"	0.476866741418812	"fucose degradation"
"GALACT-GLUCUROCAT-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.607115631374224"	"BH"	0.932861711830202	"superpathway of hexuronide and hexuronate degradation"
"GALACTARDEG-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.527017829094955"	"BH"	0.893585584510458	"D-galactarate degradation I"
"GALACTUROCAT-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.460966665627878"	"BH"	0.85569264063765	"D-galacturonate degradation I"
"GALLATE-DEGRADATION-I-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.505587584404316"	"BH"	0.884265811815178	"gallate degradation II"
"GALLATE-DEGRADATION-II-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.507318049977514"	"BH"	0.885139690604899	"gallate degradation I"
"GLCMANNANAUT-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.956292694352675"	"BH"	1	"superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation"
"GLUCARDEG-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.615831924718259"	"BH"	0.93602596924054	"D-glucarate degradation I"
"GLUCARGALACTSUPER-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.527017829094955"	"BH"	0.893585584510458	"superpathway of D-glucarate and D-galactarate degradation"
"GLUCONEO-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.569000595458583"	"BH"	0.914787818527595	"gluconeogenesis I"
"GLUCOSE1PMETAB-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.650354644849242"	"BH"	0.942423093265942	"glucose and glucose-1-phosphate degradation"
"GLUCUROCAT-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.67395117786888"	"BH"	0.955108130278908	"superpathway of &beta;-D-glucuronide and D-glucuronate degradation"
"GLUTORN-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.763614419586983"	"BH"	0.970908903824047	"L-ornithine biosynthesis"
"GLYCOCAT-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.776035638509062"	"BH"	0.970908903824047	"glycogen degradation I (bacterial)"
"GLYCOGENSYNTH-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.646887988013506"	"BH"	0.942423093265942	"glycogen biosynthesis I (from ADP-D-Glucose)"
"GLYCOL-GLYOXDEG-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.667408437249234"	"BH"	0.952496908519548	"superpathway of glycol metabolism and degradation"
"GLYCOLYSIS"	"metagenomeSeq"	"Equine"	"Ovine"	"0.640800897875359"	"BH"	0.940953735569297	"glycolysis I (from glucose 6-phosphate)"
"GLYCOLYSIS-E-D"	"metagenomeSeq"	"Equine"	"Ovine"	"0.649185770853483"	"BH"	0.942423093265942	"superpathway of glycolysis and Entner-Doudoroff"
"GLYCOLYSIS-TCA-GLYOX-BYPASS"	"metagenomeSeq"	"Equine"	"Ovine"	"0.438897496080254"	"BH"	0.849165610037209	"superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass"
"GLYOXYLATE-BYPASS"	"metagenomeSeq"	"Equine"	"Ovine"	"0.284469647330971"	"BH"	0.736271057259206	"glyoxylate cycle"
"GOLPDLCAT-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.10883916331369"	"BH"	0.489296063001658	"superpathway of glycerol degradation to 1,3-propanediol"
"HCAMHPDEG-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.960434777339949"	"BH"	1	"3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate"
"HEME-BIOSYNTHESIS-II"	"metagenomeSeq"	"Equine"	"Ovine"	"0.704430741103409"	"BH"	0.961554959099865	"heme biosynthesis I (aerobic)"
"HEMESYN2-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.649293917877876"	"BH"	0.942423093265942	"heme biosynthesis II (anaerobic)"
"HEXITOLDEGSUPER-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.230917472247792"	"BH"	0.679992825958794	"superpathway of hexitol degradation (bacteria)"
"HISDEG-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.584594157575871"	"BH"	0.924267897469811	"L-histidine degradation I"
"HISTSYN-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.70082490941897"	"BH"	0.961554959099865	"L-histidine biosynthesis"
"HOMOSER-METSYN-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.81564729258215"	"BH"	0.979302035874782	"L-methionine biosynthesis I"
"HSERMETANA-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.689080976505221"	"BH"	0.961048042764197	"L-methionine biosynthesis III"
"ILEUSYN-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.733269062072921"	"BH"	0.964614062659449	"L-isoleucine biosynthesis I (from threonine)"
"KDO-NAGLIPASYN-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.482836274794028"	"BH"	0.869503236613971	"superpathway of (Kdo)2-lipid A biosynthesis"
"KETOGLUCONMET-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.130059000150972"	"BH"	0.524185697166022	"ketogluconate metabolism"
"LACTOSECAT-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.621091102212902"	"BH"	0.93602596924054	"lactose and galactose degradation I"
"LEU-DEG2-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.824938919814007"	"BH"	0.979302035874782	"L-leucine degradation I"
"LIPASYN-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.305872089037458"	"BH"	0.750933162412186	"phospholipases"
"LPSSYN-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.386492443535532"	"BH"	0.818394587310191	"superpathway of lipopolysaccharide biosynthesis"
"MET-SAM-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.770101899867018"	"BH"	0.970908903824047	"superpathway of S-adenosyl-L-methionine biosynthesis"
"METH-ACETATE-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.605109197108164"	"BH"	0.932174725000629	"methanogenesis from acetate"
"METHANOGENESIS-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.899631138604813"	"BH"	0.989408256828831	"methanogenesis from H2 and CO2"
"METHGLYUT-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.880979456924068"	"BH"	0.988519174261056	"superpathway of methylglyoxal degradation"
"METHYLGALLATE-DEGRADATION-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.505034759749263"	"BH"	0.884262310654743	"methylgallate degradation"
"NAD-BIOSYNTHESIS-II"	"metagenomeSeq"	"Equine"	"Ovine"	"0.926133219860632"	"BH"	0.996193511025015	"NAD salvage pathway II"
"NADSYN-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.183446780802871"	"BH"	0.615401048189774	"NAD biosynthesis II (from tryptophan)"
"NAGLIPASYN-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.823211454860836"	"BH"	0.979302035874782	"lipid IVA biosynthesis"
"NONMEVIPP-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.671199565120832"	"BH"	0.954004431539146	"methylerythritol phosphate pathway I"
"NONOXIPENT-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.729681757954118"	"BH"	0.96452186396234	"pentose phosphate pathway (non-oxidative branch)"
"OANTIGEN-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.737612877686736"	"BH"	0.967082501257053	"O-antigen building blocks biosynthesis (E. coli)"
"ORNARGDEG-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.804190196744436"	"BH"	0.978720752557556	"superpathway of L-arginine and L-ornithine degradation"
"ORNDEG-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.506750827553892"	"BH"	0.885139690604899	"superpathway of ornithine degradation"
"P101-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.134495947823588"	"BH"	0.531864303365061	"ectoine biosynthesis"
"P105-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.567062772948558"	"BH"	0.913566107830375	"TCA cycle IV (2-oxoglutarate decarboxylase)"
"P108-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.761903154590009"	"BH"	0.970908903824047	"pyruvate fermentation to propanoate I"
"P122-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.515618810404449"	"BH"	0.891318908808324	"heterolactic fermentation"
"P124-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.513061273659667"	"BH"	0.888772898741839	"Bifidobacterium shunt"
"P125-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.77161350193478"	"BH"	0.970908903824047	"superpathway of (R,R)-butanediol biosynthesis"
"P161-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.79826666357513"	"BH"	0.975950356992409	"acetylene degradation"
"P162-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.482630672018892"	"BH"	0.869503236613971	"L-glutamate degradation V (via hydroxyglutarate)"
"P163-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.289818250599656"	"BH"	0.737103190187855	"L-lysine fermentation to acetate and butanoate"
"P164-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.982529947580353"	"BH"	1	"purine nucleobases degradation I (anaerobic)"
"P184-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.899619678832017"	"BH"	0.989408256828831	"protocatechuate degradation I (meta-cleavage pathway)"
"P221-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.872756140310219"	"BH"	0.987727296224704	"octane oxidation"
"P23-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.772821718810421"	"BH"	0.970908903824047	"reductive TCA cycle I"
"P241-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.610976751919942"	"BH"	0.934407485418822	"coenzyme B biosynthesis"
"P261-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.894222962591033"	"BH"	0.989408256828831	"coenzyme M biosynthesis I"
"P281-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.828583727813049"	"BH"	0.979302035874782	"3-phenylpropanoate degradation"
"P341-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.0329453191763978"	"BH"	0.262293265651393	"glycolysis V (Pyrococcus)"
"P381-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.844450200131588"	"BH"	0.981792301988897	"adenosylcobalamin biosynthesis II (late cobalt incorporation)"
"P4-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.695519649117024"	"BH"	0.961554959099865	"superpathway of L-lysine, L-threonine and L-methionine biosynthesis I"
"P42-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.859066612162994"	"BH"	0.98382638814409	"incomplete reductive TCA cycle"
"P441-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.826778341923268"	"BH"	0.979302035874782	"superpathway of N-acetylneuraminate degradation"
"P461-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.148073181402238"	"BH"	0.555571976027618	"hexitol fermentation to lactate, formate, ethanol and acetate"
"P562-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.488521426768176"	"BH"	0.873978698816974	"myo-inositol degradation I"
"P621-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.930966850482762"	"BH"	0.997170010735753	"nylon-6 oligomer degradation"
"PANTO-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.603522760086995"	"BH"	0.932174725000629	"phosphopantothenate biosynthesis I"
"PANTOSYN-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.66188397169449"	"BH"	0.947924281069998	"pantothenate and coenzyme A biosynthesis I"
"PENTOSE-P-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.784794692112773"	"BH"	0.974594552412711	"pentose phosphate pathway"
"PEPTIDOGLYCANSYN-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.662669616892631"	"BH"	0.948816636247419	"peptidoglycan biosynthesis I (meso-diaminopimelate containing)"
"PHOSLIPSYN-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.737921478824144"	"BH"	0.967082501257053	"superpathway of phospholipid biosynthesis I (bacteria)"
"POLYAMINSYN3-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.550092190265225"	"BH"	0.903742317384866	"superpathway of polyamine biosynthesis II"
"POLYAMSYN-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.496094522105293"	"BH"	0.879842963311741	"superpathway of polyamine biosynthesis I"
"POLYISOPRENSYN-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.728309598202205"	"BH"	0.963679736821852	"polyisoprenoid biosynthesis (E. coli)"
"PPGPPMET-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.650526811552119"	"BH"	0.942423093265942	"ppGpp biosynthesis"
"PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.79124088376143"	"BH"	0.974921803206048	"protocatechuate degradation II (ortho-cleavage pathway)"
"PRPP-PWY"	"metagenomeSeq"	"Equine"	"Ovine"	"0.293727486425674"	"BH"	0.737694894069078	"superpathway of histidine, purine, and pyrimidine biosynthesis"
"PWY-1269"	"metagenomeSeq"	"Equine"	"Ovine"	"0.882769339269692"	"BH"	0.988519174261056	"CMP-3-deoxy-D-manno-octulosonate biosynthesis I"
"PWY-1361"	"metagenomeSeq"	"Equine"	"Ovine"	"0.510781004634423"	"BH"	0.888108616811311	"benzoyl-CoA degradation I (aerobic)"
"PWY-1422"	"metagenomeSeq"	"Equine"	"Ovine"	"0.861461412347837"	"BH"	0.984756623546037	"vitamin E biosynthesis (tocopherols)"
"PWY-1501"	"metagenomeSeq"	"Equine"	"Ovine"	"0.687371422895993"	"BH"	0.9599809752644	"mandelate degradation I"
"PWY-1541"	"metagenomeSeq"	"Equine"	"Ovine"	"0.984948894694057"	"BH"	1	"superpathway of taurine degradation"
"PWY-1622"	"metagenomeSeq"	"Equine"	"Ovine"	"0.705982221008362"	"BH"	0.961554959099865	"formaldehyde assimilation I (serine pathway)"
"PWY-181"	"metagenomeSeq"	"Equine"	"Ovine"	"0.584267664038668"	"BH"	0.924212676699948	"photorespiration"
"PWY-1861"	"metagenomeSeq"	"Equine"	"Ovine"	"0.521611786714701"	"BH"	0.893267681733962	"formaldehyde assimilation II (RuMP Cycle)"
"PWY-1882"	"metagenomeSeq"	"Equine"	"Ovine"	"0.550125973192992"	"BH"	0.903742317384866	"superpathway of C1 compounds oxidation to CO2"
"PWY-2221"	"metagenomeSeq"	"Equine"	"Ovine"	"0.37388873756789"	"BH"	0.806723916183611	"Entner-Doudoroff pathway III (semi-phosphorylative)"
"PWY-2941"	"metagenomeSeq"	"Equine"	"Ovine"	"0.200667512321431"	"BH"	0.643430934264036	"L-lysine biosynthesis II"
"PWY-2942"	"metagenomeSeq"	"Equine"	"Ovine"	"0.69190319753502"	"BH"	0.961258877437424	"L-lysine biosynthesis III"
"PWY-3001"	"metagenomeSeq"	"Equine"	"Ovine"	"0.705038883071265"	"BH"	0.961554959099865	"superpathway of L-isoleucine biosynthesis I"
"PWY-3081"	"metagenomeSeq"	"Equine"	"Ovine"	"0.436023340590671"	"BH"	0.848084734517251	"L-lysine biosynthesis V"
"PWY-3661"	"metagenomeSeq"	"Equine"	"Ovine"	"0.612276746385474"	"BH"	0.934826127857458	"glycine betaine degradation I"
"PWY-3781"	"metagenomeSeq"	"Equine"	"Ovine"	"0.720152345686309"	"BH"	0.96234113223759	"aerobic respiration I (cytochrome c)"
"PWY-3801"	"metagenomeSeq"	"Equine"	"Ovine"	"0.0724646066357162"	"BH"	0.393465361460621	"sucrose degradation II (sucrose synthase)"
"PWY-3941"	"metagenomeSeq"	"Equine"	"Ovine"	"0.0398151279047678"	"BH"	0.294456155853611	"&beta;-alanine biosynthesis II"
"PWY-4361"	"metagenomeSeq"	"Equine"	"Ovine"	"0.191987522338547"	"BH"	0.62955388140529	"S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation"
"PWY-4722"	"metagenomeSeq"	"Equine"	"Ovine"	"0.627320448658337"	"BH"	0.936053527759346	"creatinine degradation II"
"PWY-4984"	"metagenomeSeq"	"Equine"	"Ovine"	"0.75220747835535"	"BH"	0.970646559454354	"urea cycle"
"PWY-5005"	"metagenomeSeq"	"Equine"	"Ovine"	"0.833884597617938"	"BH"	0.979302035874782	"biotin biosynthesis II"
"PWY-5022"	"metagenomeSeq"	"Equine"	"Ovine"	"0.552926651877354"	"BH"	0.905592835590929	"4-aminobutanoate degradation V"
"PWY-5028"	"metagenomeSeq"	"Equine"	"Ovine"	"0.478361621120004"	"BH"	0.865965320751623	"L-histidine degradation II"
"PWY-5088"	"metagenomeSeq"	"Equine"	"Ovine"	"0.679762427092466"	"BH"	0.957035165364569	"L-glutamate degradation VIII (to propanoate)"
"PWY-5097"	"metagenomeSeq"	"Equine"	"Ovine"	"0.700506904260246"	"BH"	0.961554959099865	"L-lysine biosynthesis VI"
"PWY-5100"	"metagenomeSeq"	"Equine"	"Ovine"	"0.691542714835072"	"BH"	0.961258877437424	"pyruvate fermentation to acetate and lactate II"
"PWY-5101"	"metagenomeSeq"	"Equine"	"Ovine"	"0.730846435201571"	"BH"	0.964614062659449	"L-isoleucine biosynthesis II"
"PWY-5103"	"metagenomeSeq"	"Equine"	"Ovine"	"0.72235736071443"	"BH"	0.96234113223759	"L-isoleucine biosynthesis III"
"PWY-5104"	"metagenomeSeq"	"Equine"	"Ovine"	"0.809641583923765"	"BH"	0.978752645090354	"L-isoleucine biosynthesis IV"
"PWY-5121"	"metagenomeSeq"	"Equine"	"Ovine"	"0.642309585144106"	"BH"	0.941370614303549	"superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)"
"PWY-5154"	"metagenomeSeq"	"Equine"	"Ovine"	"0.820606609592694"	"BH"	0.979302035874782	"L-arginine biosynthesis III (via N-acetyl-L-citrulline)"
"PWY-5177"	"metagenomeSeq"	"Equine"	"Ovine"	"0.482802394494821"	"BH"	0.869503236613971	"glutaryl-CoA degradation"
"PWY-5178"	"metagenomeSeq"	"Equine"	"Ovine"	"0.420151711380419"	"BH"	0.840944875755312	"toluene degradation IV (aerobic) (via catechol)"
"PWY-5180"	"metagenomeSeq"	"Equine"	"Ovine"	"0.400993894229969"	"BH"	0.826837048341443	"toluene degradation I (aerobic) (via o-cresol)"
"PWY-5181"	"metagenomeSeq"	"Equine"	"Ovine"	"0.497129092479849"	"BH"	0.880248838791305	"toluene degradation III (aerobic) (via p-cresol)"
"PWY-5182"	"metagenomeSeq"	"Equine"	"Ovine"	"0.400993894229969"	"BH"	0.826837048341443	"toluene degradation II (aerobic) (via 4-methylcatechol)"
"PWY-5183"	"metagenomeSeq"	"Equine"	"Ovine"	"0.838672466066775"	"BH"	0.980747222908396	"superpathway of aerobic toluene degradation"
"PWY-5184"	"metagenomeSeq"	"Equine"	"Ovine"	"0.465115618396941"	"BH"	0.85569264063765	"toluene degradation VI (anaerobic)"
"PWY-5188"	"metagenomeSeq"	"Equine"	"Ovine"	"0.72317927170521"	"BH"	0.96234113223759	"tetrapyrrole biosynthesis I (from glutamate)"
"PWY-5189"	"metagenomeSeq"	"Equine"	"Ovine"	"0.711684316064213"	"BH"	0.961554959099865	"tetrapyrrole biosynthesis II (from glycine)"
"PWY-5198"	"metagenomeSeq"	"Equine"	"Ovine"	"0.441157457915687"	"BH"	0.850392231328977	"factor 420 biosynthesis"
"PWY-5265"	"metagenomeSeq"	"Equine"	"Ovine"	"0.436049999773057"	"BH"	0.848084734517251	"peptidoglycan biosynthesis II (staphylococci)"
"PWY-5304"	"metagenomeSeq"	"Equine"	"Ovine"	"0.507765737079873"	"BH"	0.885449429784136	"superpathway of sulfur oxidation (Acidianus ambivalens)"
"PWY-5345"	"metagenomeSeq"	"Equine"	"Ovine"	"0.714844236702607"	"BH"	0.961554959099865	"superpathway of L-methionine biosynthesis (by sulfhydrylation)"
"PWY-5347"	"metagenomeSeq"	"Equine"	"Ovine"	"0.739409883055167"	"BH"	0.968144096946573	"superpathway of L-methionine biosynthesis (transsulfuration)"
"PWY-5384"	"metagenomeSeq"	"Equine"	"Ovine"	"0.648951114642163"	"BH"	0.942423093265942	"sucrose degradation IV (sucrose phosphorylase)"
"PWY-5392"	"metagenomeSeq"	"Equine"	"Ovine"	"0.938385227263962"	"BH"	0.998839896473099	"reductive TCA cycle II"
"PWY-5415"	"metagenomeSeq"	"Equine"	"Ovine"	"0.213632229819826"	"BH"	0.661367357751245	"catechol degradation I (meta-cleavage pathway)"
"PWY-5417"	"metagenomeSeq"	"Equine"	"Ovine"	"0.641083048520592"	"BH"	0.940953735569297	"catechol degradation III (ortho-cleavage pathway)"
"PWY-5419"	"metagenomeSeq"	"Equine"	"Ovine"	"0.335272848696852"	"BH"	0.773026212876491	"catechol degradation to 2-oxopent-4-enoate II"
"PWY-5420"	"metagenomeSeq"	"Equine"	"Ovine"	"0.292600414321604"	"BH"	0.737694894069078	"catechol degradation II (meta-cleavage pathway)"
"PWY-5430"	"metagenomeSeq"	"Equine"	"Ovine"	"0.352585208625625"	"BH"	0.788852559845345	"meta cleavage pathway of aromatic compounds"
"PWY-5431"	"metagenomeSeq"	"Equine"	"Ovine"	"0.641083048520592"	"BH"	0.940953735569297	"aromatic compounds degradation via &beta;-ketoadipate"
"PWY-5484"	"metagenomeSeq"	"Equine"	"Ovine"	"0.59959302456004"	"BH"	0.929376277131961	"glycolysis II (from fructose 6-phosphate)"
"PWY-5499"	"metagenomeSeq"	"Equine"	"Ovine"	"1"	"BH"	1	"vitamin B6 degradation"
"PWY-5505"	"metagenomeSeq"	"Equine"	"Ovine"	"0.676617746189765"	"BH"	0.955928380093754	"L-glutamate and L-glutamine biosynthesis"
"PWY-5507"	"metagenomeSeq"	"Equine"	"Ovine"	"0.139707820581102"	"BH"	0.539578023456799	"adenosylcobalamin biosynthesis I (early cobalt insertion)"
"PWY-5509"	"metagenomeSeq"	"Equine"	"Ovine"	"0.347685329936859"	"BH"	0.784536088721553	"adenosylcobalamin biosynthesis from cobyrinate a,c-diamide I"
"PWY-5529"	"metagenomeSeq"	"Equine"	"Ovine"	"0.368058745584296"	"BH"	0.802471779418816	"superpathway of bacteriochlorophyll a biosynthesis"
"PWY-5531"	"metagenomeSeq"	"Equine"	"Ovine"	"0.46739728607152"	"BH"	0.857483686033813	"chlorophyllide a biosynthesis II (anaerobic)"
"PWY-5532"	"metagenomeSeq"	"Equine"	"Ovine"	"0.0383718761752847"	"BH"	0.288449137991962	"adenosine nucleotides degradation IV"
"PWY-5647"	"metagenomeSeq"	"Equine"	"Ovine"	"0.159705167723014"	"BH"	0.577104396044298	"2-nitrobenzoate degradation I"
"PWY-5651"	"metagenomeSeq"	"Equine"	"Ovine"	"0.180100988064304"	"BH"	0.610330017515849	"L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde"
"PWY-5654"	"metagenomeSeq"	"Equine"	"Ovine"	"0.155689966109285"	"BH"	0.569184455017492	"2-amino-3-carboxymuconate semialdehyde degradation to 2-oxopentenoate"
"PWY-5655"	"metagenomeSeq"	"Equine"	"Ovine"	"0.239029160473"	"BH"	0.687644577034135	"L-tryptophan degradation IX"
"PWY-5656"	"metagenomeSeq"	"Equine"	"Ovine"	"0.665610645418063"	"BH"	0.9507687471596	"mannosylglycerate biosynthesis I"
"PWY-5659"	"metagenomeSeq"	"Equine"	"Ovine"	"0.817622000339967"	"BH"	0.979302035874782	"GDP-mannose biosynthesis"
"PWY-5667"	"metagenomeSeq"	"Equine"	"Ovine"	"0.714190523981366"	"BH"	0.961554959099865	"CDP-diacylglycerol biosynthesis I"
"PWY-5676"	"metagenomeSeq"	"Equine"	"Ovine"	"0.802627840044905"	"BH"	0.978280332086436	"acetyl-CoA fermentation to butanoate II"
"PWY-5677"	"metagenomeSeq"	"Equine"	"Ovine"	"0.798112508380552"	"BH"	0.975950356992409	"succinate fermentation to butanoate"
"PWY-5679"	"metagenomeSeq"	"Equine"	"Ovine"	"0.529175600189477"	"BH"	0.894237189802016	"clavulanate biosynthesis"
"PWY-5686"	"metagenomeSeq"	"Equine"	"Ovine"	"0.711611881804807"	"BH"	0.961554959099865	"UMP biosynthesis"
"PWY-5695"	"metagenomeSeq"	"Equine"	"Ovine"	"0.696045228734583"	"BH"	0.961554959099865	"urate biosynthesis/inosine 5'-phosphate degradation"
"PWY-5705"	"metagenomeSeq"	"Equine"	"Ovine"	"0.591926917725622"	"BH"	0.928081215346505	"allantoin degradation to glyoxylate III"
